2022-04-11 10:53:42.380 [main] INFO  org.iiitb.App - [POW] - 33.956169186002015 4.75373769899464
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 1.8191691368783494
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [FACTORIAL] - 16.46943828567198
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 2.0922789888E13
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [COSH] - 1.2843911420526433
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 1.9446434417945042
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [POW] - 66.08590191799304 2.525430590240555
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 39496.489377487494
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [SIN] - 5.184513060964468
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - -0.8906043107033325
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [ADDITION] - 83.93510387586512 71.90858261247395
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 155.84368648833907
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 8.383577949910068 5.504670489844691
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 46.1488341401826
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [COSH] - 7.161113548690642
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 644.1727726274819
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [SQUARED] - 7.583626483827494
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 57.51139064620976
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [COS] - 3.388451922755693
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - -0.9696846709122281
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [COSH] - 8.762950337124408
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 3196.4726407163002
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [LOGBASE10] - 57.1413787211282
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 1.75695071493637
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [SQRT] - 50.06298724820528
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 7.075520281096315
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [TANH] - 7.77864529788947
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 0.9999996495835702
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [LOGBASE10] - 52.70565800755315
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 1.7218572396823846
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [COS] - 3.1908655564249244
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - -0.9987863360992616
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [FACTORIAL] - 53.25030439349084
2022-04-12 10:53:42.462 [main] INFO  org.iiitb.App - [RESULT] - 4.2748832840600255E69
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [SQUARED] - 4.993275910637102
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 24.932804319748783
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [TAN] - 4.463392176669931
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 3.9327717779854634
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [ADDITION] - 0.37937345560453695 59.294347927516846
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 59.67372138312138
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [FACTORIAL] - 3.6630555861103264
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 6.0
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [COSH] - 1.0720515997167657
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 1.6318361770285783
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [POW] - 83.24097063229466 4.366107365990182
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 2.4232493962818414E8
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [DIVISION] - 49.571880596622705 67.19104316869365
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.7377751298214663
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [ADDITION] - 12.583429679126379 31.474155479746045
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 44.05758515887243
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [LOG B BASE A] - 24.637485908647513 18.36950591413151
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.9083793873732618
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [SINH] - 0.275455177281998
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.2789518021005885
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [ADDITION] - 87.24055529770293 4.810573171277898
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 92.05112846898082
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [SINH] - 3.2752403969987567
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 13.205887668746687
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [TAN] - 5.397222511696671
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - -1.2244590906319808
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [DIVISION] - 71.69787451582887 78.61295752589234
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.9120363458175977
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 8.784467478227825 7.7927955286499095
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 68.45555888590434
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [ADDITION] - 35.55083766578395 17.03320023270416
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 52.58403789848811
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [SQRT] - 59.20890255764427
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 7.69473213033724
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [DIVISION] - 85.71967870420961 87.1606381688071
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.9834677728975926
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [TANH] - 7.69632718661453
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.9999995868716012
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [TANH] - 1.5938143089441337
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.920732113567311
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [FACTORIAL] - 12.464685180930296
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 4.790016E8
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [TANH] - 6.372643036164747
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.9999941679489379
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [TANH] - 5.4656800007938635
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.9999642239080128
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [SINH] - 1.6440316697427704
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 2.4913979266563477
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [ADDITION] - 68.98805450193639 29.387187668987437
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 98.37524217092383
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 7.488776819610264 5.877513513073318
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 44.015386953649546
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [SQRT] - 25.134937927848668
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 5.013475633515004
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [TANH] - 3.1257433999219844
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.9961522447395053
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [SQUARED] - 8.146996396131502
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 66.37355027857969
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [TANH] - 6.790494679468994
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 0.9999974713966486
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 3.336595349992982 2.836508947830313
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 9.46428256554411
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [SQRT] - 96.46325280709843
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 9.821570791227767
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 9.593094981989953 2.605273652880734
2022-04-12 10:53:42.463 [main] INFO  org.iiitb.App - [RESULT] - 24.9926376061608
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [SQRT] - 9.183775842230135
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 3.0304745242668076
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [SQRT] - 35.15291191840599
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 5.928989114377424
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [DIVISION] - 3.529379424752588 38.41275860612352
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 0.09188039476524232
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [TAN] - 4.551432509690356
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 6.159114834447926
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [DIVISION] - 96.90800205317022 83.23763719449467
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 1.1642329758440058
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [FACTORIAL] - 19.016303849397154
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 1.21645100408832E17
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [COSH] - 0.4220986440654495
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 1.0904141617280518
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [SUBTRACTION] - 35.009270375837374 6.077712630583527
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 28.931557745253848
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [SIN] - 8.750979093054113
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 0.6239591338537712
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [POW] - 15.031558676584055 6.416337392788151
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 3.564961815260735E7
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [FACTORIAL] - 16.601631437709134
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 2.0922789888E13
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [COS] - 7.4083383045950715
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 0.43103846714269667
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [TANH] - 7.136810296524762
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 0.9999987350450448
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [COSH] - 0.9290224317461071
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 1.4634861673456137
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [COS] - 6.333717626784461
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 0.9987235139995728
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [LOGBASE10] - 24.54992713556535
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 1.3900502074704393
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [TANH] - 3.836778253499907
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 0.9990705096935356
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [TAN] - 9.653955480552574
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 0.2332759580554991
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [SQRT] - 42.891259362990354
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 6.549141879894675
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [SUBTRACTION] - 31.41585190188062 3.3022283689110865
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 28.113623532969534
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [FACTORIAL] - 62.412633389130654
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 3.146997326038794E85
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [SQRT] - 79.4846739924203
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 8.915417768810405
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [TANH] - 7.420067230049529
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 0.999999282137391
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 3.5008781638921693 1.0953236173785763
2022-04-12 10:53:42.464 [main] INFO  org.iiitb.App - [RESULT] - 3.834594534476039
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [COS] - 6.0107934816300475
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 0.96313016512589
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [POW] - 71.60992864655294 3.496412216050077
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 3060209.085751664
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [TANH] - 2.710619254287563
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 0.9911955961761878
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [FACTORIAL] - 31.068429367114582
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 8.222838654177922E33
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [SQRT] - 73.5070596317243
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 8.573625815938337
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [COS] - 8.636653974990626
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - -0.7051767091451454
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [COSH] - 6.561264209512721
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 353.5832743578998
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [POW] - 24.650860053967584 6.654006759104485
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 1.8249881224165957E9
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [ADDITION] - 65.21326420017098 12.90727358988314
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 78.12053779005413
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [COSH] - 7.3870202119519135
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 807.4437674572109
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [SQRT] - 77.06343261695517
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 8.778578052108164
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [ADDITION] - 75.32595312090858 33.335336833990816
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 108.66128995489939
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [ADDITION] - 85.91958140219413 25.14876872895083
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 111.06835013114495
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [TANH] - 5.351187446417293
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 0.9999550180924499
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [FACTORIAL] - 77.88713529268418
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 1.4518309202828584E113
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [TANH] - 1.5555382280687824
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 0.9146946656209863
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [SINH] - 2.1393748598648274
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 4.188198766480998
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [ADDITION] - 74.13331472010323 90.08483590570926
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 164.21815062581248
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [TAN] - 5.683779153305549
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - -0.6832653705292794
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [FACTORIAL] - 48.689417437655116
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 1.2413915592536073E61
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [MULTIPLICATION] - 4.458841271787656 8.202021988752279
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 36.57151415555853
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [SQUARED] - 0.46258632746991046
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 0.21398611036209925
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [TANH] - 0.612815970646533
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 0.5461062951160305
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [POW] - 99.34269076539974 3.2510993488907927
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 3110908.846003058
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [COSH] - 8.907870609890843
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 3694.954234974153
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [SQUARED] - 9.457989750738397
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 89.45357012507257
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [COS] - 0.12204775960900194
2022-04-12 10:53:42.465 [main] INFO  org.iiitb.App - [RESULT] - 0.9925614126212645
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [COS] - 3.8691665101238826
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - -0.746790129053903
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [LOG B BASE A] - 76.60968502372475 5.264319937444549
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 0.38282042370652575
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [DIVISION] - 20.154728212544594 72.79061030254407
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 0.276886374887836
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [COSH] - 3.92382213196407
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 25.30660797252146
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SUBTRACTION] - 5.183131704263799 2.9054637220089985
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 2.2776679822548003
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [POW] - 28.44812197487422 5.775756084914818
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 2.5018365675264537E8
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [TAN] - 3.7091118751595022
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 0.6374741179069924
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [LOGBASE10] - 82.10484364537996
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 1.9143687783911978
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SQUARED] - 1.8873581147393836
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 3.5621206532726006
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [COSH] - 7.882138834722145
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 1324.766897610507
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [TANH] - 0.11495482904066101
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 0.11445113016543082
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [COS] - 1.654158147153414
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - -0.0832653043356629
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SQRT] - 16.9208233510037
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 4.113492840762422
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [COS] - 5.902963634928879
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 0.9285823899852617
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [COS] - 7.742127914909656
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 0.11162062653620067
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SQUARED] - 8.663671703759515
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 75.05920739052331
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [LOG B BASE A] - 30.00702370096854 25.104669980598246
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 0.9475580810717525
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SIN] - 5.989338177155955
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - -0.2896365886923048
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [ADDITION] - 26.011374082174765 67.25789985794593
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 93.2692739401207
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [POW] - 89.00023597879205 5.754759402122366
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 1.653016146700148E11
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [ADDITION] - 49.140967050435336 69.71201922004369
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 118.85298627047902
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [COSH] - 6.290203234189635
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 269.6323844964942
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [COS] - 2.9371737255231043
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - -0.9791791063886945
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [POW] - 93.34216722686243 2.1111106813625655
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 14422.895467906907
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SUBTRACTION] - 10.77599382893506 9.40617096563408
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 1.3698228633009801
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [POW] - 13.727128679607715 9.23289387367051
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 3.1853172057889645E10
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SQUARED] - 2.5230264080610265
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 6.365662255773326
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SQUARED] - 9.943637287064519
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 98.87592249669981
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [LOGBASE10] - 42.50346102013889
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 1.6284242957149766
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [SINH] - 8.96891721390633
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 3927.545743897381
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [TANH] - 4.276931650508625
2022-04-12 10:53:42.466 [main] INFO  org.iiitb.App - [RESULT] - 0.9996144766903201
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [TAN] - 4.88718744457471
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - -5.662488875401973
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [FACTORIAL] - 26.939153183737684
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - 4.0329146112660565E26
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [POW] - 49.30387345429574 2.4040116151217825
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - 11741.016091862659
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [FACTORIAL] - 41.88534207263675
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - 3.3452526613163803E49
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [COS] - 2.634949264728811
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - -0.8743782092224188
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [POW] - 24.094492239611732 8.911964058544488
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - 2.0682430526642344E12
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [ADDITION] - 7.499426030552481 58.50290351732256
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - 66.00232954787504
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [TANH] - 4.26931997782949
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - 0.9996085639931664
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [POW] - 42.47090979036684 5.575042571983541
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - 1.193108067238566E9
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [POW] - 88.75532515040352 9.519294769206423
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [RESULT] - 3.5110494448224159E18
2022-04-12 10:53:42.467 [main] INFO  org.iiitb.App - [COSH] - 7.0935634495780615
